Store ID,Store name,Country name,Country short name,Year,actual_turnover,predicted_turnover,residual,pct_diff,abs_pct_diff,performance_flag
3228,Store 1215,Österreich,AT,2023,528932.6810999945,529577.2550815719,-644.5739815774141,-0.0012171481599566225,0.0012171481599566225,In line
323,Store 1216,Deutschland,DE,2023,463643.34389999637,463065.7283076511,577.6155923452461,0.0012473727962037616,0.0012473727962037616,In line
3230,Store 1217,Österreich,AT,2023,568059.8485499936,571025.6249706122,-2965.7764206186403,-0.005193771156541834,0.005193771156541834,In line
3231,Store 1218,Österreich,AT,2023,556325.6336999945,559972.2610186769,-3646.627318682382,-0.006512157070153078,0.006512157070153078,In line
3232,Store 1219,Österreich,AT,2023,437716.9570499973,439739.1908062764,-2022.2337562791072,-0.004598711687651206,0.004598711687651206,In line
3233,Store 1220,Österreich,AT,2023,436130.14274999645,437890.1256499391,-1759.9828999426682,-0.004019234042627499,0.004019234042627499,In line
3234,Store 1221,Österreich,AT,2023,628581.6593999919,627346.3092249028,1235.3501750890864,0.0019691678374825906,0.0019691678374825906,In line
3235,Store 1222,Österreich,AT,2023,627751.1461499927,627771.4178961259,-20.271746133221313,-3.229160416566715e-05,3.229160416566715e-05,In line
3236,Store 1223,Österreich,AT,2023,259814.20275,259876.3028034223,-62.100053422298515,-0.0002389600465775163,0.0002389600465775163,In line
3237,Store 1224,Österreich,AT,2023,427510.2037499973,428183.86943125963,-673.665681262326,-0.001573309340581023,0.001573309340581023,In line
3242,Store 1225,Österreich,AT,2023,500674.2232499955,499932.86583835736,741.3574116381351,0.0014829139316434484,0.0014829139316434484,In line
3243,Store 1226,Österreich,AT,2023,514123.98164999543,514984.9881797337,-861.0065297382534,-0.0016719060739645397,0.0016719060739645397,In line
3244,Store 1227,Österreich,AT,2023,518376.48164999543,514100.74100073165,4275.740649263782,0.008316931504398856,0.008316931504398856,In line
3247,Store 1228,Österreich,AT,2023,813337.4632499872,813120.6520123279,216.81123765930533,0.00026664091869113934,0.00026664091869113934,In line
3249,Store 1230,Österreich,AT,2023,937086.6226499819,935557.4416296047,1529.1810203772038,0.0016345132349261137,0.0016345132349261137,In line
3250,Store 1231,Österreich,AT,2023,741661.332749989,739329.2731099856,2332.0596400033683,0.0031542909564415984,0.0031542909564415984,In line
3251,Store 1232,Österreich,AT,2023,348470.5414499991,348238.01442368235,232.5270263167331,0.0006677244203265817,0.0006677244203265817,In line
